Jurisdiction ,Bill Number ,Bill Title ,Bill Status ,Bill Summary ,Category ,Year
Pennsylvania ,H 1753 ,Sexual Abuse of Children ,Pending ,"Amends Title 18, Crimes and Offenses, of the Pennsylvania Consolidated Statutes; relates to minors; relates to the sexual abuse of children and for the transmission of sexually explicit images by minors. ",Child Pornography; Criminal Use ,2023
Pennsylvania ,HR 170 ,Artificial Intelligence ,Pending ,Directs the Joint State Government Commission to establish an advisory committee to conduct a study on the field of artificial intelligence and its impact and potential future impact. ,Government Use; Private Sector Use; Responsible Use; Studies ,2023
Pennsylvania ,SR 143 ,Artificial Intelligence ,Pending ,Directs the Joint State Government Commission to establish an advisory committee to conduct a study on the field of artificial intelligence and its impact and potential future impact. ,Government Use; Private Sector Use; Responsible Use; Studies ,2023
Pennsylvania ,H 49 ,Artificial Intelligence Registry ,Pending ,"Amends the act known as the Administrative Code, in powers and duties of the Department of State and its departmental administrative board; provides for AI registry. ",Oversight/Governance; Private Sector Use ,2024
Pennsylvania ,H 1063 ,Sexual Abuse of Children ,Pending ,"Amends specified title on crimes and offenses of the Pennsylvania Consolidated Statutes, in sexual offenses; provides for the offense of unlawful dissemination of artificially generated depiction; relates to minors; provides for the offense of sexual abuse of children and for the offense of transmission of sexually explicit images by minor. ",Child Pornography; Criminal Use ,2024
Pennsylvania ,H 1304 ,Uniform 911 Surcharge and for Termination ,Pending ,"Relates to 911 emergency communication services; provides for a Legislative Budget and Finance Committee study; provides for termination; provides that the committee shall study and make recommendations with respect to, among other things, determining any efficiencies that can be gained in the current 911 system or potential efficiencies that can be gained with a different 911 system. ",Government Use; Health Use ,2024
Pennsylvania ,H 1380 ,Administration of Assistance Programs ,Pending ,"Amends the act known as the Human Services Code, in public assistance; provides for administration of assistance programs. ",Government Use ,2024
Pennsylvania ,H 1663 ,Health Insurers ,Pending ,Provides for disclosure by health insurers of the use of AI–based algorithms in the utilization review process. ,Health Use; Notification ,2024
Pennsylvania ,H 1729 ,Automated Employment Decision Tool ,Pending ,Amends the act known as the Pennsylvania Human Relations Act; provides for definitions; provides for use of automated employment decision tool; provides for civil penalties. ,Audit; Notification; Private Sector Use; Responsible Use ,2024
Pennsylvania ,H 2079 ,Fraudulent Misrepresentation of a Candidate ,Pending ,"Amends the act known as the Pennsylvania Election Code, in penalties; provides for the offense of fraudulent misrepresentation of a candidate; imposes a penalty. ",Elections ,2024
Pennsylvania ,H 2291 ,Unfair Trade Practices and Consumer Protection ,Pending ,"Amends the act known as the Unfair Trade Practices and Consumer Protection Law; provides for definitions and for unlawful acts or practices and exclusions, including failing to comply with the terms of a written guarantee, warranty or policy that is generated by a consumer–facing AI utilized by a business. ",Private Sector Use ,2024
Pennsylvania ,H 2353 ,Fraudulent Misrepresentation of Candidates ,Pending ,Provides for civil liability for fraudulent misrepresentation of candidates; imposes penalties. ,Elections ,2024
Pennsylvania ,H 2418 ,Offense of Sexual Abuse of Children ,Pending ,Amends Title 18 Crimes and Offenses of the Pennsylvania Consolidated Statutes; establishes offense of sexual abuse of children. ,Child Pornography; Criminal Use ,2024
Pennsylvania ,HR 496 ,Congress ,Pending ,Urges the U.S. Congress to protect creative workers against displacement by AI technology. ,Effect on Labor/Employment ,2024
Pennsylvania ,S 913 ,Virtual Mental Health in Schools Act ,Pending ,Expands parental consent for virtual mental health services provided by a school entity to include behavioral health support administered by AI. ,Education Use; Health Use ,2024
Pennsylvania ,S 1044 ,Unfair Trade Practices ,Pending ,"Amends the act known as the Unfair Trade Practices and Consumer Protection Law; provides for definitions and for unlawful acts or practices and exclusions, includes knowingly or recklessly creating, distributing or publishing any content generated by AI without clear and conspicuous disclosure, including written text, images, audio and video content and other forms of media. ",Notification; Private Sector Use ,2024
Pennsylvania ,S 1083 ,Offense of Sexual Abuse of Children ,Pending ,"Amends a specified title related to crimes and offenses of the State Consolidated Statutes, in minors; provides for the offense of sexual abuse of children and for the offense of transmission of sexually explicit images by minor. ",Child Pornography; Criminal Use ,2024
Pennsylvania ,S 1213 ,Unlawful Dissemination of Intimate Images ,Pending ,"Amends Title 18 Crimes and Offenses of the Pennsylvania Consolidated Statutes, in sexual offenses; provides for the offense of unlawful dissemination of intimate image; relates to minors; provides for the offense of sexual abuse of children and for the offense of transmission of sexually explicit images by minor. ",Child Pornography; Criminal Use ,2024
Pennsylvania ,S 1217 ,Fraudulent Misrepresentation of Candidates ,Pending ,Provides for civil liability for fraudulent misrepresentation of candidates; imposes penalties. ,Elections ,2024
Pennsylvania ,S 1264 ,Solar Radiation Modification Cloud Seeding ,Pending ,"Prohibits solar radiation modification, cloud seeding and polluting atmospheric activity, which includes any deliberate polluting activity by AI within the commonwealth. ",Criminal Use ,2024
Pennsylvania ,SR 143 ,Artificial Intelligence ,Pending ,Directs the Joint State Government Commission to establish an advisory committee to conduct a study on the field of AI and its impact and potential future impact. ,Government Use; Health Use; Private Sector Use; Responsible Use; Studies ,2024
Pennsylvania ,HR 170 ,Artificial Intelligence ,Enacted,Directs the Joint State Government Commission to establish an advisory committee to conduct a study on the field of AI and its impact and potential future impact. ,Government Use; Private Sector Use; Responsible Use; Studies ,2024
Puerto Rico ,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2019
Puerto Rico ,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2020
Puerto Rico ,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2021
Puerto Rico ,SR 684,Artificial Intelligence,Pending ,"Relates to investigating the use of automated systems artificial intelligence that have the potential to significantly impact the rights, opportunities or access of the public to resources and critical services, the performance of public instrumentalities in relation to these issues, current state and federal statutes and regulations related to automated systems, the recommendations to follow to address the problems on these issues.",Studies,2022
Puerto Rico ,S 1179 ,Artificial Intelligence Officer ,Pending ,"Creates an artificial intelligence officer attached to the Puerto Rico Innovation and Technology Service and establishes their duties; creates the Artificial Intelligence Council, establishes its duties; orders Puerto Rico Innovations and Technology Services to create and develop the public policy of the government in relation to the implementation of artificial intelligence through the agencies. ",Government Use; Oversight/Governance ,2023
Puerto Rico ,SJR 412 ,Department of State of the Government ,Pending ,"Orders the Department of State to make a registry of all companies or businesses that operate, develop or use artificial intelligence systems. ",Private Sector Use ,2023
Puerto Rico ,SR 684 ,Artificial Intelligence ,Enacted,"Relates to conducting an investigation on the use of automated systems artificial intelligence that have the potential to significantly impact the rights, opportunities or access of the public to resources and critical services, the performance of public instrumentalities in relation to these issues, current state and federal statutes and regulations related to automated systems, the recommendations to follow to address the problems on these issues. ",Studies ,2023
Puerto Rico ,H 1961 ,Penal Code ,Pending ,"Amends the Penal Code, for the purposes of including as an aggravating circumstance to any crime that has been committed through the use or through AI; adds definition of AI. ",Criminal Use ,2024
Puerto Rico ,H 1962 ,Electoral Code ,Pending ,"Amends the Electoral Code 2020, to include as an aggravating circumstance any electoral crime that is has committed through the use or through AI; adds definition of AI. ",Criminal Use; Elections ,2024
Puerto Rico ,H 2027 ,Innovation and Technology Service Law ,Pending ,Relates to the Innovation and Technology Service Law for the purposes of declaring and establishing the government’s public policy on the development and use of AI capabilities by government agencies. ,Government Use ,2024
Puerto Rico ,H 2111 ,Political Campaigns ,Pending ,"Relates to the Law for the Supervision of the Financing of Political Campaigns, for the purposes of establishing the steps to follow if a candidate for political office is a victim of cyber–attacks using AI during the campaign period. ",Elections ,2024
Puerto Rico ,S 1179 ,Artificial Intelligence Officer ,Pending ,Creates an artificial intelligence officer attached to the Puerto Rico Innovation and Technology Service and establishes their duties; creates the Artificial Intelligence Council of the Government; establishes its duties; orders Puerto Rico Innovations and Technology Services to create and develop the public policy of the government in relation to the implementation of AI through the agencies. ,Government Use; Oversight/Governance ,2024
Puerto Rico ,S 1440 ,Innovation and Technology Service ,Pending ,"Orders the Puerto Rico Innovation and Technology Service to develop a platform based on AI and machine learning through predictive analysis as a technological tool to effectively and proactively tackle government corruption; requires the active participation in the development of this initiative of the Office of the Inspector General, the Office of the Comptroller, the Department of the Treasury, the Department of State and any other agency. ",Government Use ,2024
Puerto Rico ,S 1463 ,Electoral Code ,Pending ,"Relates to the Electoral Code for the purposes of including as the voter's right to know if any propaganda, announcement or communication was partially or completely generated through the use or through AI; adds the definition of AI. ",Elections ,2024
Puerto Rico ,SJR 412 ,Department of State of the Government ,Pending ,"Orders the Department of State to make a registry of all companies or businesses that operate, develop or use AI systems. ",Private Sector Use ,2024
Puerto Rico ,HR 1097 ,Public Safety and Science and Technology ,Enacted,"Requires the Public Safety, Science and Technology Commission of the House of Representatives of the Commonwealth of Puerto Rico to investigate the implications of the use of AI technologies with respect to security, human rights and civil liberties, privacy, health, ethics, economy, education, manufacturing, agriculture, energy, environment, consumption and any other aspect AI technologies may have in people's daily lives. ",Education Use; Health Use; Government Use; Private Sector Use; Responsible Use; Studies ,2024
Rhode Island ,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2019
Rhode Island ,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2020
Rhode Island ,H 5612,Consumer Protection in Eye Care Act,Failed,"Provides for consumer protection in eye care services by developing standards and enforcement protocols related to the utilization of assessment mechanisms, including artificial intelligence devices, in the provision of eye care services.",Health Use,2021
Rhode Island ,S 483,Consumer Protection in Eye Care Act,Failed,"Provides for consumer protection in eye care services by developing standards and enforcement protocols related to the use of assessment mechanisms, including artificial intelligence devices, in the provision of eye care services.",Health Use,2021
Rhode Island ,H 7223,Artificial Intelligence in the Decision–Making Process,Failed,Establishes a permanent commission to monitor the use of artificial intelligence in state government to make state government policy and other decisions; directs the commission to make recommendations regarding changes in the way state government uses artificial intelligence.,Government Use; Oversight/Governance; Studies,2022
Rhode Island ,H 7230,Unfair Discrimination in Insurance Practices,Failed,"Prohibits the use of any external consumer data and information sources, as well as any algorithms or predictive models that use external consumer data and information sources, in a way that unfairly discriminates based on race, color, national or ethnic origin, religion, sex, sexual orientation, disability, gender identity, or gender expression, by an insurer in regard to any insurance practice.",Private Sector Use,2022
Rhode Island ,H 7917,Rhode Island Information Privacy Act,Failed,Creates the Rhode Island Information Privacy Act; allows an individual to access and learn what personal information about the individual has been gathered and stored by covered entities that conduct business in Rhode Island; establishes the Rhode Island information privacy commission to oversee and enforce the provisions of the Rhode Island Information Privacy Act.,Notification; Private Sector Use,2022
Rhode Island ,S 2514,Artificial Intelligence in Decision Making Process,Failed,Establishes a permanent commission to monitor the use of artificial intelligence in state government to make state government policy and other decisions; directs the commission to make recommendations regarding changes in the way state government uses artificial intelligence.,Government Use; Oversight/Governance; Studies,2022
Rhode Island ,H 6654,The Consumer Protection in Eye Care Act,Enacted,"Provides that an assessment mechanism, including artificial intelligence devices, to conduct an eye assessment or to generate a prescription for contact lenses or visual aid glasses in Rhode Island shall meet specified circumstances, including providing synchronous or asynchronous interaction between the patient and the provider and collecting the patient's medical history, previous prescription for corrective eyewear, and length of time since the patient's most recent in–person comprehensive eye health examination.",Health Use,2022
Rhode Island ,S 2083,Consumer Protection in Eye Care Services,Enacted,"Provides that an assessment mechanism, including artificial intelligence devices, to conduct an eye assessment or to generate a prescription for contact lenses or visual aid glasses in Rhode Island shall meet specified circumstances, including providing synchronous or asynchronous interaction between the patient and the provider and collecting the patient's medical history, previous prescription for corrective eyewear, and length of time since the patient's most recent in–person comprehensive eye health examination.",Health Use,2022
Rhode Island ,H 5734 ,Business Regulation Regarding Insurance Discrimination ,Pending ,"Prohibits the use of any external consumer data and information sources, as well as any algorithms or predictive models that use external consumer data and information sources, in a way that unfairly discriminates based on race, color, national or ethnic origin, religion, sex, sexual orientation, disability, gender identity, or gender expression, by an insurer in regard to any insurance practice. ",Private Sector Use; Responsible Use ,2023
Rhode Island ,H 5866 ,The Atmosphere Protection Act ,Pending ,"Prohibits the intentional release of hazardous polluting emissions into the atmosphere and provides for a natural climate while increasing resiliency by prohibiting deliberate atmospheric pollution and manipulation of the environment, provides that violation fees would be collected and placed into a trust fund for municipal–level allocation for projects that promote the safety of life and property as well as environmental and agricultural health free from hazardous atmospheric activities. ",Government Use; Private Sector Use ,2023
Rhode Island ,H 6285 ,Use of Artificial Intelligence in Mental Health Service ,Pending ,Defines artificial intelligence and regulates its use in providing mental health services. ,Health Use ,2023
Rhode Island ,H 6286 ,Generative Artificial Intelligence Models Regulations ,Pending ,"Authorizes the office of attorney general to promulgate, adopt and enforce rules and regulations concerning generative artificial intelligence models, such as ChatGPT, to protect the public's safety, privacy, and intellectual property rights. ",Private Sector Use ,2023
Rhode Island ,S 117 ,Artificial Intelligence in the Decision–Making Process ,Pending ,"Establishes a permanent commission to monitor the use of artificial intelligence in state government to make state government policy and other decisions, directs the commission to make recommendations regarding changes in the way state government uses artificial intelligence. ",Government Use; Oversight/Governance; Responsible Use ,2023
Rhode Island ,S 146 ,Use of Facial and Bio Metric Recognition Technology ,Pending ,"Relates to state affairs and government, relates to video lottery games, table games and sports wagering, relates to the Rhode Island consumer protection gaming act, prohibits the use of facial recognition technology and biometric recognition technology in video–lottery terminals at pari–mutuel licensees in the state or in online betting applications. ",Private Sector Use ,2023
Rhode Island ,H 6423 ,Artificial Intelligence and Automated Decision System ,Enacted,(Resolution) Requests the Department of Administration and the Office of Information Technology to review and evaluate the use and development of artificial intelligence (AI) and automated decision systems and provide recommendations regarding ongoing and upcoming plans to expand their use and current security and implementation procedures. ,Government Use; Studies ,2023
Rhode Island ,H 5734 ,Business Regulation Regarding Insurance Discrimination ,Pending ,"Prohibits the use of any external consumer data and information sources, as well as any algorithms or predictive models that use external consumer data and information sources, in a way that unfairly discriminates based on race, color, national or ethnic origin, religion, sex, sexual orientation, disability, gender identity or gender expression, by an insurer regarding any insurance practice. ",Private Sector Use; Responsible Use ,2024
Rhode Island ,H 5866 ,The Atmosphere Protection Act ,Pending ,Prohibits the intentional release of hazardous polluting emissions into the atmosphere and provides for a natural climate while increasing resiliency by prohibiting deliberate atmospheric pollution and manipulation of the environment; provides that violation fees would be collected and placed into a trust fund for municipal–level allocation for projects that promote the safety of life and property as well as environmental and agricultural health free from hazardous atmospheric activities. ,Government Use; Private Sector Use ,2024
Rhode Island ,H 6285 ,Use of Artificial Intelligence in Mental Health Service ,Pending ,Defines AI and regulates its use in providing mental health services. ,Health Use ,2024
Rhode Island ,H 6286 ,Generative Artificial Intelligence Models Regulations ,Pending ,"Authorizes the office of attorney general to promulgate, adopt and enforce rules and regulations concerning generative AI models, such as ChatGPT to protect the public's safety, privacy, and intellectual property rights. ",Private Sector Use ,2024
Rhode Island ,H 7158 ,Artificial Intelligence Accountability Act ,Pending ,Requires the Department of Administration to provide an inventory of all state agencies using AI and establishes a permanent commission to monitor the use of AI in state government and make recommendations for state government policy and other decisions; directs the commission to make recommendations regarding changes in the way state government uses AI. ,Government Use; Responsible Use; Studies ,2024
Rhode Island ,H 7295 ,The Rhode Island Clean Air Preservation Act ,Pending ,"Creates the Rhode Island Cean Air Preservation Act; establishes regulations to prohibit stratospheric aerosol injection, solar radiation modification experimentation and other hazardous weather engineering activities which includes any deliberate polluting activity conducted by any iteration of human, machine learning, or AI. ",Criminal Use ,2024
Rhode Island ,H 7521 ,Automated Decision Tools ,Pending ,"Requires a deployer and a developer of an automated decision tool to perform an impact assessment that includes a statement of the purpose of the automated decision tool and its intended benefits, uses and deployment contexts. ",Government Use; Impact Assessment; Notification; Private Sector Use; Responsible Use ,2024
Rhode Island ,H 7786 ,Regulatory Provisions on Automated Decision Tools ,Pending ,"Requires companies that develop or deploy high–risk AI systems to conduct impact assessments and adopt risk management programs, would apply to both developers and deployers of AI systems and would require obligations of these different types of companies based on their role in the AI ecosystem; requires deployers of high–risk AI systems to perform an impact assessment prior to deploying an AI system and annually thereafter. ",Impact Assessment; Private Sector Use ,2024
Rhode Island ,H 8058 ,Residential Landlord and Tenant Act ,Pending ,"Relates to property; relates to residential landlord and tenant act; prohibits use of algorithm or AI to set residential rental amounts and prohibits landlord price fixing of residential rents; provides that violations constitute a deceptive trade practice, and violators are subject to civil suit. ",Housing; Private Sector Use ,2024
Rhode Island ,H 8073 ,Accident and Sickness Insurance Policies ,Pending ,"Provides that on and after the specified date, health insurance plans issued in the state will provide coverage for the use of AI technology for analysis of breast tissue diagnostic imaging, provided that the breast tissue diagnostic imaging and the review generated by AI is independently reviewed and approved of by a physician qualified to read and interpret breast tissue diagnostic imaging. ",Health Use ,2024
Rhode Island ,S 117 ,Artificial Intelligence in the Decision–Making Process ,Pending ,Establishes a permanent commission to monitor the use of AI in state government to make state government policy and other decisions; directs the commission to make recommendations regarding changes in the way state government uses AI. ,Government Use; Oversight/Governance; Responsible Use ,2024
Rhode Island ,S 146 ,Use of Facial and Bio Metric Recognition Technology ,Pending ,"Relates to state affairs and government; relates to video lottery games, table games and sports wagering; relates to the Rhode Island Consumer Protection Gaming Act; prohibits the use of facial recognition technology and biometric recognition technology in video–lottery terminals at pari–mutuel licensees in the state or in online betting applications. ",Private Sector Use ,2024
Rhode Island ,S 2540 ,The Rhode Island Clean Air Preservation Act ,Pending ,"Creates the Rhode Island Cean Air Preservation Act; establishes regulations to prohibit stratospheric aerosol injection, solar radiation modification experimentation and other hazardous weather engineering activities which includes any deliberate polluting activity conducted by any iteration of human, machine learning, or AI. ",Criminal Use ,2024
Rhode Island ,S 2888 ,Provisions on Automated Decision Tools ,Pending ,"Requires companies that develop or deploy high–risk AI systems to conduct impact assessments and adopt risk management programs, would apply to both developers and deployers of AI systems and would require obligations of these different types of companies based on their role in the AI ecosystem; requires deployers of high–risk AI systems to perform an impact assessment prior to deploying an AI system and annually thereafter. ",Impact Assessment; Private Sector Use; Responsible Use ,2024
Rhode Island ,S 2892 ,Residential Landlord and Tenant Act ,Pending ,"Relates to property; residential landlord and tenant act; prohibits use of algorithm or AI to set residential rental amounts and prohibits landlord price fixing of residential rents; violations constitute a deceptive trade practice, and violators are subject to civil suit. ",Housing; Private Sector Use ,2024
South Carolina,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2019
South Carolina,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2020
South Carolina,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2021
South Carolina,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2022
South Carolina,None ,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2023
South Carolina,H 4754 ,Real Estate Brokers ,Enacted,"Outlines requirements for providers of pre–licensing and continuing education courses for real estate brokers, brokers–in–charge, associates, and property managers; establishes administrative citations and penalties and appeals; allows for reciprocal agreements with other jurisdictions, prohibits bad faith agreements, reduces the amount of required classroom instruction for brokers–in–charge, prohibits engaging in, representing others in, or assisting others in the practice of wholesaling. Provides that a licensee under this chapter is responsible for all work product produced by him or with the assistance of AI, machine learning, or similar programs. A violation of this chapter that is committed using these programs will be treated as if the violation was committed directly by the licensee. ",Private Sector Use ,2024
South Carolina,H 5100 ,Appropriations and Revenue ,Enacted,"Makes appropriations and to provide revenues to meet the ordinary expenses of state government for the fiscal year beginning on a specified date; regulates the expenditure of such funds; provides for the operation of state government during this fiscal year and for other purposes. Appropriations include funding to develop, pilot, and implement a high school curriculum for high school students in an AI (AI) career and technology program. ",Appropriations; Education/Training; Education Use ,2024
South Dakota,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2019
South Dakota,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2020
South Dakota,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2021
South Dakota,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2022
South Dakota,None ,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2023
South Dakota,S 79 ,Child Pornography ,Enacted,"Revises provisions related to the possession, distribution and manufacture of child pornography; provides that a person is guilty of possessing child pornography if the person knowingly possesses any visual depiction of a minor engaging in a prohibited sexual act, or in a simulation of a prohibited sexual act, or any computer–generated child pornography; provides that a violation is a Class 4 felony; defines the crime of distributing child pornography. ",Child Pornography; Criminal Use ,2024
Tennessee ,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2019
Tennessee ,H 2446,Future of Work Commission,Failed,"Creates the Tennessee Future of Work Commission to conduct a comprehensive study relative to the impact of automation, artificial intelligence, global trade, access to new forms of data and the internet of things are having on this state's workforce, businesses, and economy.",Effect on Labor/Employment,2020
Tennessee ,S 1919,Future of Work Commission,Failed,"Creates the Tennessee Future of Work Commission to conduct a comprehensive study relative to the impact of automation, artificial intelligence, global trade, access to new forms of data and the internet of things are having on this state's workforce, businesses, and economy.",Effect on Labor/Employment,2020
Tennessee ,H 214,Agriculture,Failed,Creates an advisory task force of farmers and foresters to lead a strategic planning process and resulting implementation plan to position this state as a leading hub for AgTech and value–added agriculture; requires a report to the General Assembly no later than a specified date.,Private Sector Use; Studies,2021
Tennessee ,S 875,Agriculture,Failed,Creates an advisory task force of farmers and foresters to lead a strategic planning process and resulting implementation plan to position this state as a leading hub for AgTech and value–added agriculture; requires a report to the General Assembly no later than a specified date.,Private Sector Use; Studies,2021
Tennessee ,None,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2022
Tennessee ,None ,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2023
Tennessee ,H 1630 ,Education Rules and Policies ,Failed,"Relates to education; requires the governing board of each public institution of higher education to promulgate rules and requires each local board of education and governing body of a public charter school to adopt a policy, regarding the use of AI technology by students, teachers, faculty and staff for instructional and assignment purposes. ",Education Use; Government Use ,2024
Tennessee ,H 2185 ,Election Laws ,Failed,Requires political advertisements that are created in whole or in part by AI to include certain disclaimers; requires materially deceptive media disseminated for purposes of a political campaign to include certain disclaimers; establishes criminal penalties and the right to injunctive relief for violations. ,Elections; Criminal Use ,2024
Tennessee ,H 2341 ,State Government ,Failed,"Requires each department of the executive branch to develop a plan to prevent the malicious and unlawful use of AI for the purpose of interfering with the operation of the department, its agencies and divisions and persons and entities regulated by the respective department; requires each department to report its plan, findings and recommendations to each member of the General Assembly no later than the specified date. ",Government Use; Responsible Use ,2024
Tennessee ,H 2344 ,Protecting Schools and Events Act ,Failed,"Enacts the Protecting State Schools and Events Act; subject to appropriations, requires the Department of Education to contract for the provision of walk–through metal detectors to local education agencies. ",Education Use; Government Use ,2024
Tennessee ,H 2707 ,Consumer Protection ,Failed,Requires a person to include a disclosure on certain content generated by AI that the content was generated using AI; makes it an unfair or deceptive act or practice under the Tennessee Consumer Protection Act of 1977 to distribute certain content generated using AI without the required disclosure. ,Notification; Provenance ,2024
Tennessee ,H 2747 ,Artificial Intelligence Advisory Council Act ,Failed,Enacts the Tennessee Artificial Intelligence Advisory Council Act. ,Education Use; Effect on Labor/Employment; Government Use; Private Sector Use; Responsible Use; Studies ,2024
Tennessee ,H 2817 ,Statutes and Codification ,Failed,"Defines life for statutory construction purposes to mean the condition that distinguishes animals and plants from inorganic matter, including the capacity for growth, reproduction, functional activity and continual change preceding death; excludes from the definition AI, a computer algorithm, a software program, computer hardware or any type of machine. ",Personhood ,2024
Tennessee ,H 2823 ,Directed Studies ,Failed,"Requires Tennessee Advisory Commission on Intergovernmental Relations to conduct a study on approaches to the regulation of AI and submit a report of such study, including recommended legislative approaches, to the speakers of each house and the legislative librarian no later than the specified date. ",Studies ,2024
Tennessee ,S 1651 ,Directed Studies ,Failed,"Relates to directed studies; requires Tennessee Advisory Commission on Intergovernmental Relations to conduct a study on approaches to the regulation of AI and submit a report of such study, including recommended legislative approaches, to the speakers of each house and the legislative librarian no later than specified date. ",Studies ,2024
Tennessee ,S 2057 ,Election Laws ,Failed,Requires political advertisements that are created in whole or in part by AI to include certain disclaimers; requires materially deceptive media disseminated for purposes of a political campaign to include certain disclaimers; establishes criminal penalties and the right to injunctive relief for violations. ,Criminal Use; Elections ,2024
Tennessee ,S 2461 ,State Government ,Failed,"Requires each department of the executive branch to develop a plan to prevent the malicious and unlawful use of AI for the purpose of interfering with the operation of the department, its agencies and divisions and persons and entities regulated by the respective department; requires each department to report its plan, findings and recommendations to each member of the General Assembly no later than the specified date. ",Government Use; Responsible Use ,2024
Tennessee ,S 2530 ,Boards and Commissions ,Failed,"Creates the Artificial Intelligence Advisory Council to recommend an action plan to guide awareness, education and usage of AI in state government that aligns with the state's policies and goals and that supports public employees in the efficient and effective delivery of customer service. ",Government Use; Studies ,2024
Tennessee ,S 2535 ,Statutes and Codification ,Failed,"Defines life for statutory construction purposes to mean the condition that distinguishes animals and plants from inorganic matter, including the capacity for growth, reproduction, functional activity and continual change preceding death; excludes from the definition AI, a computer algorithm, a software program, computer hardware or any type of machine. ",Personhood ,2024
Tennessee ,S 2668 ,Sexual Offenses ,Failed,"Specifies that for the purposes of sexual exploitation of children offenses, the term material includes computer–generated images created, adapted or modified by AI; defines AI. ",Child Pornography; Criminal Use ,2024
Tennessee ,S 2678 ,Artificial Intelligence Advisory Council Act ,Failed,Enacts the Tennessee Artificial Intelligence Advisory Council Act. ,Education Use; Effect on Labor/Employment; Government Use; Private Sector Use; Responsible Use; Studies ,2024
Tennessee ,S 2765 ,Walk Through Metal Detectors ,Failed,"Enacts the Protecting Tennessee Schools and Events Act; subjects to appropriations, requires the Department of Education to contract for the provision of walk–through metal detectors to local education agencies. ",Education Use; Government Use; ,2024
Tennessee ,H 2325 ,Artificial Intelligence Advisory Council ,Enacted,"Creates the Artificial Intelligence Advisory Council to recommend an action plan to guide awareness, education and usage of AI in state government that aligns with the state's policies and goals and that supports public employees in the efficient and effective delivery of customer service. ",Government Use; Studies ,2024
Tennessee ,S 1711 ,Use of Artificial Intelligence Technology by Students ,Enacted,"Requires the governing board of each public institution of higher education to promulgate rules and requires each local board of education and governing body of a public charter school to adopt a policy, regarding the use of AI technology by students, teachers, faculty and staff for instructional and assignment purposes. ",Education Use ,2024
Texas,S 64,Cybersecurity for Information Resources,Enacted,"Each state agency and local government shall, in the administration of the agency or local government, consider using next generation technologies, including cryptocurrency, blockchain technology, and artificial intelligence.",Government Use,2019
Texas,H 3919,Prosecutorial Transparency,Failed,"Relates to prosecutorial transparency; a prosecutor's office shall collect and disclose the following information for each case prosecuted by the office, including whether a risk assessment or other algorithm–based or quantitative tool was used in determining pretrial detention or the amount of bail or bond and, if so: the name of the office or agency that conducted the risk assessment; and the name of offices, agencies, individuals, or attorneys that received the risk assessment results.",Government Use,2019
Texas,H 4214,Governmental Cybersecurity Efficiency and Planning,Failed,"Relates to matters concerning governmental entities, including cybersecurity, governmental efficiencies, information resources, and emergency planning. Provides that each state agency and local government shall, in the administration of the agency or local government, consider using next generation technologies, including cryptocurrency, blockchain technology, and artificial intelligence.",Government Use,2019
Texas,S 2174,Prosecutorial Transparency,Failed,"Relates to prosecutorial transparency; a prosecutor's office shall collect and disclose the following information for each case prosecuted by the office, including whether a risk assessment or other algorithm–based or quantitative tool was used in determining pretrial detention or the amount of bail or bond and, if so: the name of the office or agency that conducted the risk assessment; and the name of offices, agencies, individuals, or attorneys that received the risk assessment results.",Government Use,2019
Texas,No regular 2020 session,No AI Bill,No AI Bill,No AI Bill,No AI Bill,2020
Texas,H 2095,Water Research Conducted by University Bureau,Failed,Relates to water research conducted by the University of Texas Bureau of Economic Geology.,Studies,2021
Texas,H 3493,Prevention and Early Intervention Services,Failed,"Relates to prevention and early intervention services by the Department of Family and Protective Services. The department may not use data techniques, including predictive analytics, risk–based modeling, and other similar assessments, to: (1) identify or target services under this section to a specific family or individual; or (2) diagnose the health of or assess the health risks to an individual without the individual's consent to take part in a diagnosis or assessment.",Government Use,2021
Texas,H 3892,Matters Concerning Governmental Entities,Failed,"Relates to matters concerning governmental entities, including cybersecurity, governmental efficiencies, information resources and emergency planning.",Elections; Government Use; Studies,2021
